text,label
你觉得这个家具摆放在这里合适吗？,0
家里的卫生一般多久打扫一次？,0
洗衣机洗衣服的时候有异响怎么办？,0
窗帘选什么颜色比较好看？,0
你会自己组装家具吗？,0
家里的 WiFi 网速怎么样？,0
你觉得哪种地板材质更耐用？,0
你会开车吗？,0
考驾照难不难？,0
平时开车出门最担心什么？,0
加油站哪里的油比较好？,0
汽车保养一般多久做一次？,0
你觉得手动挡和自动挡哪个好开？,0
遇到交通事故怎么办？,0
停车费贵不贵？,0
开车去旅游需要准备什么？,0
你有没有违章过？怎么处理的？,0
最近在看什么书？,0
这本书好看吗？讲的什么内容？,0
你一般在哪里买书？,0
有没有什么值得推荐的好书？,0
看书的时候喜欢做笔记吗？,0
你觉得电子书和纸质书哪个好？,0
一本书大概多久能看完？,0
看完书之后有什么收获？,0
你喜欢看什么类型的书籍？,0
有没有加入读书社团？,0
101房间 的订单详情,1
张三的联系方式,1
客人张三的联系方式,1
查询订单,1
能帮我查询下订单吗,1
怎么查询订单,1
订单怎么查询,1
帮我查下订单,1
订单查询,1
我想查询一下我的酒店订单，该怎么做呢？,1
请问能帮我查下我之前预订的酒店订单吗？,1
如何在手机上查询酒店订单呀？,1
我忘记怎么查询在网上预订的酒店订单了，能告诉我吗？,1
帮我看看我的订单，我想知道订单的具体信息。,1
订单查询功能在哪里呀？我找不到查询酒店订单的地方。,1
能教我一下如何通过酒店官网查询订单吗？,1
我是通过第三方平台预订的酒店，怎么在平台上查询订单呢？,1
我想查询酒店订单，但是我不记得订单号了，还能查吗？,1
怎么通过电话查询酒店订单呢？我不太会操作。,1
帮我查询一下订单，我想看看入住时间有没有写错。,1
请问查询酒店订单需要提供哪些信息呢？,1
我想知道怎么在 APP 上查询酒店订单，能详细说说吗？,1
订单查询出来后，可以修改订单信息吗？,1
帮我查下订单，看看有没有包含早餐服务。,1
如何查询我在某个特定日期预订的酒店订单呢？,1
我想查询酒店订单，应该登录哪个网站呀？,1
能帮我讲讲怎么通过电子邮件查询酒店订单吗？,1
我通过旅行社预订的酒店，怎么查询订单呢？,1
订单查询结果显示不出来，可能是什么原因呢？,1
李女士的预订是否已经确认？,2
用手机号 13998765432 查一下是否有重复预订。,2
13666666666 的订单支付状态是待确认吗？,2
手机号 13700000000 的订单是否已取消？,2
查一下 404 房间的预订单是否包含XX服务。,2
505 房的订单备注里有没有提到宠物入住？,2
客户林先生（手机号 13811112222）的订单是否已入住？,2
用手机号 13922223333 查一下是否有预订单。,2
订单号 DEF456 的状态是 已取消 还是 已 noshow？,2
帮我查下预订单号 20250416-003 的预订详情。,2
预订单号 GHI789 的取消政策是什么？,2
预订单号 JKL012，客人入住时间,2
预订单号 PQR678 查一下是否有早餐赠送,2
查一下郑先生的预订单是否选择了无烟房。,2
客户孙小姐的预订单是否已支付预付款？,2
李先生的预订单备注里有没有特殊要求？,2
手机号 13844445555 的预订单记录，帮我拉出来,2
900房间预订单,2
查一下手机号13844445555得预订单,2
查一下张三得预订单,2
张三的预订单状态,2
预订客人张三的联系方式,2
帮我查下订单号 5678 的预订单信息,2
帮我查下张三 的预订单信息,2
帮我查下手机号13288282222 的预订单信息,2
看看手机号 15987654321 有没有预订单,2
看看张三有没有预订单,2
客人姓名王芳的预订单状态是什么样的？,2
预订单里有没有入住人电话是 18628288222的？,2
预订单里有没有入住人姓名是 张三的？,2
查一下下周入住的预订单，姓名张建国,2
查一下下周入住的预订单，电话19282822882,2
订单号 ABC123 的入离时间是什么,2
订单号 ABC123 的付款多少,2
查一下张先生的订单是否包含早餐。,2
客户陈先生的订单备注里有没有特殊要求？,2
手机号 13812345678 的订单记录，帮我拉出来。,2
查询预订单,2
用手机号 13998765432 查一下是否有订单,2
13666666666 的订单状态是什么,2
用手机号 13922223333 查一下是否有订单。,2
张三的订单状态,2
帮我查下手机号13288282222 的订单信息,2
客人姓名王芳的订单状态是什么样的？,2
麻烦帮我看看李女士的预订有没有确认呀？,2
能不能用这个手机号 13998765432 查一下有没有重复的预订呢？,2
13666666666 这个手机号的订单，支付状态是不是还在待确认呀？,2
你帮我瞧瞧手机号 13700000000 的订单，是不是已经取消了？,2
404 房间的预订单里有没有包含 XX 服务呀？麻烦帮我看一下,2
505 房间的订单备注，能不能帮我确认下有没有写宠物入住的事？,2
客户林先生，手机号 13811112222，他的订单现在是不是已经入住了呀,2
试试用手机号 13922223333 查一下，看看有没有未确认的预订单？,2
订单号 DEF456 的状态，能帮我确认下到底是 已取消 还是 已 noshow 吗？,2
麻烦调一下预订单号 20250416-003 的信息，看看预订详情是怎样的？,2
预订单号 GHI789 的取消政策，能不能给我讲一下呀？比如有没有手续费？,2
预订单号 JKL012 的客人，入住时间是哪天呀？麻烦查一下,2
预订单号 PQR678，帮我看看是不是包含早餐赠送的权益呢？,2
郑先生的预订单，有没有勾选无烟房呀？帮我确认一下,2
客户孙小姐的预订单，预付款是不是已经付了呀？需要核对一下。,2
李先生的预订单备注，麻烦帮我看一下有没有写什么特殊要求？比如加床之类的。,2
手机号 13844445555 的预订单记录，能帮我拉出来看一下吗？,2
900 房间的预订单信息，麻烦帮我查一下呗,2
帮我查下手机号 13844445555 对应的预订单，看看有没有问题？,2
张三的预订单，能不能帮我调出来看一下呀？他说没收到确认短信,2
张三的预订单现在是什么状态呀？是 待确认 还是 已预订 呢？,2
预订客人张三的联系方式，麻烦帮我查一下，是不是登记的 139 开头的手机号？,2
订单号 5678 的预订单，能帮我看看具体信息吗？比如入住人姓名对不对？,2
张三的预订单信息，麻烦帮我看一下，入住日期有没有写错呀？,2
手机号 13288282222 的预订单，能不能帮我查一下？客人说收不到预订通知。,2
你帮我看看手机号 15987654321，是不是有未处理的预订单呀？,2
张三有没有预订单呀？麻烦用他的姓名查一下，可能登记的是曾用名。 ,2
客人姓名王芳的预订单，现在状态怎么样呀？是正常预订还是需要处理？,2
预订单里有没有入住人电话是 18628288222 的呀？可能客人登记错号码了。,2
预订单里有没有入住人姓名写张三的呀？帮我排查一下，可能存在重名问题。,2
下周入住的预订单里，有没有姓名张建国的呀？麻烦按日期筛选一下,2
下周入住的预订单，电话 19282822882，能不能帮我查一下这个号码对应的订单？,2
202 房间的订单是否延时,3
303 房的客人是否续住了？,3
客户赵女士的订单（房号 707）是否处于临时挂起状态？,3
看下302房间账单,3
看下张三房间账单,3
看下手机号1928828882房间账单,3
302房间离店时间,3
张三离店时间,3
张三是否已结账,3
张三房间备注,3
手机号 13899990000 的在住单记录，帮我拉出来,3
用手机号 13900001111 查一下是否有未退房的记录,3
客户秦小姐的在住单是否包含早餐券,3
张三的在住单当前消费总额是否超预算,3
在住客人张三的联系方式,3
房号 203 的在住客人叫什么名字？,3
查一下现在在住的客人，手机号 13598764321”,3
查一下现在在住的客人，姓名张三”,3
查一下现在在住的客人，房间号302”,3
客人说房卡刷不开，帮我确认下 208 是不是在住状态”,3
在住单里有没有叫张三的客人，房号多少？”,3
在住单里有没有手机号是19288228882，房号多少？”,3
刚刚入住的 301 房间，订单号是多少？”,3
刚刚入住的 301 房间，客人叫什么名字”,3
刚刚入住的 301 房间，客人手机号多少？”,3
刚刚入住的 301 房间，预离时间是什么时候？”,3
客户王小明的入住信息，麻烦调出来。,3
查询在住单,3
202 房间的订单有没有申请延时退房呀？麻烦帮我看一下 ,3
303 房间的客人有没有续住呀？帮我确认下最新的房态呗,3
房号 707 赵女士的订单，现在是不是处于临时挂起的状态呀？需要核对一下,3
302 房间的账单能不能帮我拉出来看一下呀？客人催着要发票呢。,3
 张三房间的消费账单，麻烦帮我调出来看看呗他说对金额有疑问。,3
手机号 1928828882 对应的房间账单，能不能查一下呀？客人没记住房号。,3
302 房间的离店时间是哪天呀？麻烦查一下具体几点钟,3
客人张三的离店时间，能不能帮我看一下呀？他说可能要提前退房。,3
张三的房间有没有结账呀？前台说他还没到前台处理呢。,3
张三房间的备注信息，麻烦帮我看一下呗有没有写特殊要求，比如送餐时间？,3
手机号 13899990000 的在住单记录，能帮我调出来看一下吗？,3
试试用手机号 13900001111 查一下，有没有还没退房的在住单呀？可能客人漏办了。,3
客户秦小姐的在住单，有没有包含早餐券呀？她问前台要券的时候没查到。,3
 张三的在住单现在消费总额多少呀？有没有超过他付的钱？,3
在住客人张三的联系电话，麻烦帮我查一下呗客房部说找不到人。,3
203 房间现在住的客人叫什么名字呀？前台登记时好像写错了姓氏。,3
现在在住的客人里，手机号 13598764321 的是谁呀？麻烦按手机号搜一下,3
现在在住的客人里，有没有叫张三的呀？可能登记的是曾用名，帮我查一下,3
房间号 302 的在住客人信息，能不能帮我调出来呀？客人说门卡感应不太好。,3
 客人反馈房卡刷不开，麻烦帮我看看 208 房间现在是不是正常在住状态呀？,3
在住的客人里有没有叫张三的呀？有的话麻烦告诉我他的房号是多少,3
在住单里有没有登记手机号 19288228882 的客人呀？想确认一下对应的房号,3
刚刚办理入住的 301 房间，订单号能不能帮我查一下呀？系统好像没同步上,3
刚入住的 301 房间客人，姓名登记的是什么呀？前台需要核对身份信息。,3
301 房间刚入住的客人，手机号是多少呀？客房部需要发送服务指南短信。,3
301 房间客人的预离时间是哪天呀？麻烦查一下具体日期,3
客户王小明的入住信息，能不能帮我调出来看一下呀？他说押金金额不对。,3
现在需要查一下在住单，麻烦帮我进入系统看一下最新的房态呗,3
405 房间的订单是否延时？,3
508 房的客人是否续住了？,3
客户孙先生的订单（房号 606）是否处于临时挂起状态？,3
看下 103 房间账单。,3
看下李四房间账单。,3
看下手机号 18877776666 房间账单。,3
502 房间离店时间是什么时候？,3
李四离店时间是多少？,3
李四是否已结账？,3
李四房间备注内容是什么？,3
手机号 15811112222 的在住单记录，帮我拉出来。,3
用手机号 13688889999 查一下是否有未退房的记录。,3
客户周小姐的在住单是否包含早餐券？,3
李四的在住单当前消费总额是否超预算？,3
在住客人李四的联系方式是什么？,3
房号 306 的在住客人叫什么名字？,3
查一下现在在住的客人中，手机号 17755554444 的相关信息。,3
708 房间的订单有没有额外的服务收费项目？,3
802 房的客人有没有预订明天的早餐？,3
客户吴先生的订单（房号 903）是否享受了会员优惠？,3
看下 401 房间有没有遗留物品记录？,3
看下王五房间有没有加床的记录？,3
看下手机号 19966663333 房间的清洁服务记录。,3
603 房间预计的离店时间有没有变更？,3
王五离店时有没有损坏房间物品的赔偿情况？,3
王五是否有延迟退房的申请记录？,3
王五房间有没有特殊的饮食要求备注？,3
手机号 16644445555 的在住单有没有洗衣服务的消费？,3
用手机号 13700002222 查一下是否有预订未入住的记录？,3
客户郑小姐的在住单中是否包含健身房的使用次数记录？,3
置净 101 房间，标记为已打扫状态。,4
202 房间完成清洁，麻烦更新干净状态。,4
请将 303 房间置净，分配给员工李四处理。,4
404 房间已打扫，帮我标记成干净状态。,4
置净 505 房间，状态更新为已清洁。,4
606 房间打扫完毕，麻烦记录置净时间并标记干净。,4
员工王五反馈：707 房间已完成置净，状态同步。,4
请把 909 房间置净，备注打扫人张三。,4
A101 房间已打扫干净，更新置净状态到系统。,4
员工赵六处理的 B202 房间，完成置净并标记。,4
C303 房间置净完成，状态显示为可用。,4
D404 房间刚打扫好，麻烦置净并记录时间。,4
当前账号置净 E505 房间，关联员工 888。,4
F606 房间已清洁，标记为干净状态并通知前台。,4
员工孙七置净的 G707 房间，状态同步至 PMS 系统。,4
H808 房间重新打扫后，需要手动置净状态。,4
I909 房间完成深度清洁，置净并备注特殊处理。,4
J1010 房间已打扫，帮我置净并分配后续检查。,4
员工周八反馈：1111 房间置净完毕，状态正常。,4
1212 房间置净操作，关联打扫人陈九的账号。,4
K1313 房间已干净，更新置净状态为 “可入住”。,4
L1414 房间打扫完成，麻烦置净并清除脏房标记。,4
员工吴十处理的 M1515 房间，确认置净并同步房态。,4
N1616 房间置净后，状态显示为 “已清洁待检查”。,4
O1717 房间刚完成打扫，立即置净并刷新系统。,4
1818 房间需要置净，分配给当前值班员工处理。,4
员工郑十一置净的 1919 房间，状态更新为可用。,4
2020 房间已打扫干净，置净操作关联清洁记录。,4
当前账号置净 2121 房间，备注：加急清洁已完成。,4
置净,4
A808 打扫完毕，请置净,4
房号 B210 已深度清洁，更新为干净状态,4
完成 1206 房间清洁，标记为可分配,4
D307 房间已消杀，请求置净操作,4
员工账号 001 完成 E412 打扫，申请状态更新,4
房号 F509 全面整理结束，请设为已打扫,4
G706 房间卫生达标，需重新分配,4
H888 套房已恢复干净，当前账号已提交验收,4
房号 K204 完成布草更换，请标记干净,4
员工账号 003 完成 M102 清洁，请求置净确认,4
N305 房间紫外线消毒完成，状态可更新,4
房号 P417 除尘结束，申请置净,4
Q601 已通过质检，请更新为干净房,4
员工账号 005 完成 R723 清洁，需分配新客,4
S901 房间异味处理完毕，标记为已打扫,4
T308 玻璃幕墙擦拭完成，当前账号申请置净,4
房号 U409 地毯蒸汽清洗结束，请设为可入住,4
V112 连排别墅完成开荒保洁，请求状态更新,4
员工账号 007 完成 W204 卫浴消毒，申请置净,4
X701 新装房甲醛检测通过，标记干净,4
Y603 钟点房快速清洁完毕，请更新状态,4
Z109 宠物房毛发清理彻底，当前账号提交置净,4
房号 A404 画作保护性清洁完成，申请重新分配,4
B606 电竞房设备除尘结束，请标记为干净,4
员工账号 009 完成 C707 蜜月套房布置，请求置净,4
D808 行政房空气净化达标，需更新房态,4
E909 亲子房玩具消毒完毕，当前账号提交验收,4
F010 无障碍房四道清洁流程完成，申请置净,4
房号 G111 静音房隔音检测通过，标记为已打扫,4
H222 智能房设备调试后清洁完毕，请求状态更新,4
101 房间打扫好了，麻烦置净一下并标记成已打扫哦,4
202 房间清洁完啦，记得把状态更新成干净的哈,4
303 房间需要置净，分配给员工李四处理一下呗,4
404 房间已经打扫过了，帮我标记成干净状态可以吗？,4
505 房间置净一下，状态更新为已清洁哈,4
606 房间打扫完了，麻烦记录一下置净时间再标记干净,4
员工王五说 707 房间已经置净好了，状态记得同步一下哦,4
909 房间置净的时候，备注一下打扫人是张三哈,4
A101 房间打扫得干干净净啦，把置净状态更新到系统里吧,4
员工赵六处理的 B202 房间，已经完成置净，记得标记一下哦,4
C303 房间置净完成啦，状态显示可用就行,4
D404 房间刚打扫好，麻烦置净并记录一下时间哈,4
用当前账号置净 E505 房间，关联一下员工 888 的信息,4
F606 房间清洁好了，标记成干净状态后记得通知前台哦,4
员工孙七置净的 G707 房间，状态同步到 PMS 系统里哈,4
H808 房间重新打扫过了，需要手动置净一下状态哦,4
I909 房间做了深度清洁，置净时备注一下特殊处理哈,4
J1010 房间打扫好了，帮我置净并分配一下后续检查呗,4
员工周八反馈 1111 房间置净完毕，状态显示正常就行,4
1212 房间置净操作，关联一下打扫人陈九的账号哈,4
K1313 房间已经干净啦，更新置净状态为 “可入住” 吧,4
L1414 房间打扫完成，麻烦置净并清除一下脏房标记哦,4
员工吴十处理的 M1515 房间，确认置净后同步一下房态哈,4
N1616 房间置净后，状态显示 “已清洁待检查” 就行,4
O1717 房间刚打扫完，立即置净并刷新一下系统哈,4
1818 房间需要置净，分配给当前值班的同事处理一下呗,4
员工郑十一置净的 1919 房间，状态更新为可用就行啦,4
2020 房间打扫得干干净净，置净操作关联一下清洁记录哈,4
用当前账号置净 2121 房间，备注加急清洁已完成哦,4
A808 房间打扫完毕啦，请帮忙置净一下,4
房号 B210 深度清洁好了，记得更新成干净状态哈,4
1206 房间清洁完成，标记为可分配状态吧,4
D307 房间已经消杀过了，请求置净操作哦,4
员工账号 001 打扫完 E412 啦，申请更新一下状态呗,4
房号 F509 全面整理好了，请设为已打扫状态哈,4
G706 房间卫生达标了，需要重新分配一下哦,4
H888 套房恢复干净啦，当前账号已经提交验收,4
房号 K204 布草更换完成，请标记成干净状态吧,4
员工账号 003 清洁完 M102 啦，请求置净确认哦,4
N305 房间紫外线消毒完成，状态可以更新啦,4
给客人办理续住,5
麻烦帮我办下续住,5
续住怎么办理,5
能帮我办个续住吗,5
308 房客人要续住，麻烦处理一下。,5
506 房需要续住，帮我查下房态是否允许。,5
请问 102 房能不能续住？客人在前台咨询。,5
205 房客人电话申请续住。,5
405 房续住,5
602 房续住，需要和客人确认续住类型吗？,5
318 房客人说想续住，走本地流程还是预订单？,5
709 房续住，麻烦先查一下是否有连续房态。,5
903 房续住，客人希望保持原房号。,5
808 房续住，系统提示需要选择续住类型。,5
1212 房客人现场申请续住，帮我发起流程。,5
333 房续住，先确认是否属于会员专享房续住。,5
222 房续住，客人提到可能需要换房，怎么处理？,5
777 房续住，前台需要先收取押金再操作吗？,5
999 房续住，系统显示原订单即将到期。,5
A101 房续住，客人要求先看续住价格。,5
B202 房续住，是否需要同步更新会员积分？,5
C303 房续住，客人希望续住期间保留早餐权益。,5
D404 房续住，系统提示需确认续住类型，帮我弹窗追问。,5
F606 房续住，先查一下是否有连住优惠。,5
H808 房续住，需要先核对客人身份证信息吗？,5
I909 房续住，客人提到续住后可能换房型。,5
J1010 房续住，系统显示该房号今日有清洁计划，是否冲突？,5
1111 房续住，客人希望续住期间保留原套餐服务。,5
1222 房续住，先确认续住期间是否有会议团队预订。,5
1333 房续住，客人未明确续住类型，触发系统追问。,5
1444 房续住，前台需要先联系客房部确认清洁状态。,5
308 房的客人想续住，麻烦帮忙处理一下哈,5
506 房客人说要续住，你帮我查查房态行不行呀？,5
102 房能不能续住呢？前台有客人在问呢,5
205 房客人打电话来说想续住，记录一下需求呗,5
405 房客人要续住，你看怎么操作合适？,5
602 房客人要续住，需不需要和他确认一下续住类型呀？,5
318 房客人想续住，走本地流程还是预订单续住呢？你问问他,5
709 房客人要续住，麻烦先查一下后面几天的房态有没有空呀,5
903 房客人续住，说想保持原来的房号不变哦,5
808 房客人要续住，系统提示要选续住类型，你弹窗问问他吧,5
1212 房客人在前台申请续住，帮我发起一下流程哈,5
333 房客人要续住，先看看是不是会员专享房的续住资格呗,5
222 房客人说续住可能要换房，这情况怎么处理呀？,5
777 房客人续住的话，前台需不需要先收押金再操作呢？,5
999 房客人续住，系统显示原订单快到期了，记得提醒他一下,5
A101 房客人续住，说想先看一下续住的价格再决定,5
B202 房客人续住，需不需要同步更新一下会员积分呀？,5
C303 房客人续住，希望续住期间还能保留早餐权益哦,5
D404 房客人要续住，系统提示得确认续住类型，你弹窗问一下吧,5
F606 房客人续住，你先查一下有没有连住优惠活动呗,5
H808 房客人续住，需不需要先核对一下身份证信息呀？,5
I909 房客人说续住后可能换房型，你提前和他确认清楚哈,5
J1010 房客人要续住，系统显示今天有清洁计划，会不会有冲突呀？,5
1111 房客人续住，希望保留原来的套餐服务不变哦,5
1222 房客人续住，你先确认一下那段时间有没有会议团队预订哈,5
1333 房客人续住没说清楚类型，触发系统追问一下吧,5
1444 房客人续住，前台得先联系客房部确认清洁状态哦,5
客人问续住怎么办理，你按流程引导一下吧,5
能帮我处理一下这个续住申请吗？客人急着办呢,5
308 房的续住需求，麻烦优先处理一下哈，客人还在前台等着呢,5
能帮我处理一下这个续住申请吗？客人急着办呢,5
308 房的续住需求，麻烦优先处理一下哈，客人还在前台等着呢,5
G303 房客人想续住，麻烦帮忙查询下是否有合适的房间。,5
H404 房需要续住，帮我确认下续住价格有没有变化。,5
请问 I505 房能不能续住？客人想知道能否延长 2 天。,5
J606 房客人电话联系说要续住。,5
K707 房续住，需不需要重新签订住宿协议？,5
L808 房续住，客人询问续住期间能否享受免费的洗衣服务。,5
M909 房客人想续住，希望了解续住的支付方式有哪些。,5
N1010 房需要续住，帮我看看原订单的积分能不能累积到续住部分。,5
01111 房续住，客人要求续住期间房间能每天提供水果。,5
P1212 房客人现场申请续住，麻烦告知其续住的手续和流程。,5
Q1313 房续住，先查一下是否有续住的套餐优惠。,5
R1414 房需要续住，客人问续住后能否更换房间内的床品类型。,5
S1515 房续住，帮我确认下系统里的客人信息是否准确。,5
T1616 房客人想续住，想知道续住后能否延迟退房。,5
U1717 房需要续住，帮我看看原订单是否包含停车权益，续住是否延续。,5
V1818 房续住，客人提到可能会有朋友一起来，能否加床。,5
W1919 房续住，前台需要先核实客人的会员等级再办理吗？,5
X2020 房客人想续住，希望了解续住期间酒店的活动安排。,5
Y2121 房需要续住，帮我查下续住天数有没有限制。,5
Z2222 房续住，客人询问续住费用能否开发票。,5
AA2323 房客人想续住，麻烦确认下续住后房间的打扫时间。,5
BB2424 房需要续住，帮我看看原订单的早餐券是否能用到续住期间。,5
CC2525 房续住，客人问续住是否需要更换房卡。,5
DD2626 房客人想续住，希望了解续住部分的费用能否用优惠券抵扣。,5
EE2727 房需要续住，帮我确认下续住后能否享受酒店的免费接送服务。,5
FF2828 房续住，客人提到可能会提前退房，有什么规定。,5
GG2929 房续住，前台需要先检查房间设施再办理续住吗？,5
HH3030 房客人想续住，希望了解续住期间的网络是否免费。,5
II3131 房需要续住，帮我看看原订单的备注信息有没有特殊要求。,5
JJ3232 房续住，客人询问续住后能否享受酒店的健身房会员待遇。,5
308 房续住 2 天，麻烦处理一下。,6
506 房客人要延长入住到本周日，帮我操作续住。,6
请问 102 房能否本地续住 3 天？客人现在前台办理。,6
205 房续住，从明天开始延长 2 晚。,6
602 房需要续住 1 天，直接走线下续住流程吧。,6
318 房续住到 8 月 10 日，系统里更新一下退房时间。,6
客人说 709 房要继续住，续住天数填 2 天。,6
本地续住申请：903 房延长入住至后天中午。,6
808 房原订单号 1234，能否追加 3 天？,6
1212 房续住 1 晚，走本地续住,6
555 房客人想续住到下周五，帮我确认房态。,6
线下续住操作：333 房续住 2 天，客人已签字确认。,6
777 房续住 3 天，直接在当前入住记录延长时间。,6
请问 444 房预订单续住需要重新登记吗？客人要续住 1 天。,6
999 房续住到 9 月 5 日，走本地续住流程即可。,6
B202 房客人现场申请续住，延长至 3 天后退房。,6
预订单续住确认：C303 房原订单续住 1 天，系统同步了吗？,6
D404 房续住 2 天，客人说直接本地续住，不需要换房。,6
E505 房延长入住到下周 3，麻烦更新退房日期。,6
查询 F606 房预订单状态，客人想续住但不确定是否有房。,6
G707 房线下续住 1 天，前台已收取押金，系统操作一下。,6
H808 房续住 3 天，走是本地续住,6
I909 房客人电话申请续住，延长至 10 月 1 日退房。,6
J1010 房预订单续住：原订单号 5678，追加 2 天住宿。,6
1111 房续住 1 晚，本地续住流程帮我提交一下。,6
1222 房客人要求续住到会议结束，延长 4 天，房号不变。,6
308 房续住 2 天，退房时间延长至后天 12 点。,6
506 房本地续住 3 晚，从今天开始计算。,6
102 房续住到本周日，麻烦更新退房日期。,6
205 房延长入住 2 天，客人已在前台签字确认。,6
405 房本地续住 1 晚，系统自动扣费吗？,6
602 房续住至 8 月 15 日，房号不变。,6
318 房续住 3 天，押金需要补交吗？,6
709 房延长入住到下周五，帮我同步房态。,6
903 房本地续住 2 晚，客人要求不更换房卡。,6
808 房续住 4 天，退房时间调整为第 5 天中午 12 点。,6
1212 房续住到会议结束（共 3 天），备注会议协议价。,6
555 房本地续住 1 天，前台已收取现金押金。,6
333 房延长入住 2 天，客人说续住期间不需要打扫。,6
222 房续住至 9 月 10 日，系统里更新退房时间。,6
777 房本地续住 3 晚，同步更新门锁权限至续住日期。,6
999 房续住到国庆假期前一天（10 月 6 日）。,6
A101 房续住 2 天，帮我备注 “续住期间保留欢迎礼包”。,6
B202 房延长入住 3 天，客人要求每天送两份早餐。,6
C303 房本地续住 1 晚，系统提示需重新生成房卡。,6
D404 房续住到孩子开学（9 月 1 日），共续住 5 天。,6
E505 房续住 2 天，前台操作时记得关联原入住订单。,6
F606 房延长入住至展会结束（7 月 20 日），共 4 天。,6
G707 房本地续住 3 晚，客人说续住费用从预授权里扣除。,6
H808 房续住到月底（8 月 31 日），帮我批量更新系统记录。,6
I909 房续住 2 天，备注 “续住期间请勿打扰”。,6
J1010 房延长入住 3 天，同步通知客房部调整清洁计划。,6
1111 房续住到出差结束（共 2 晚），客人已在线确认。,6
1222 房本地续住 1 天，系统自动发送续住确认短信。,6
1333 房续住至下周一（7 月 8 日），退房时间不变。,6
1444 房延长入住 2 天，前台操作后记得更新 PMS 系统状态。,6
308 房续住 2 天，退房时间延长到后天中午 12 点哈,6
506 房做 3 晚本地续住，从今天开始算就行啦,6
102 房续住到本周日，麻烦把退房日期更新一下呗,6
205 房延长入住 2 天，客人在前台签好字了，你处理一下哈,6
405 房本地续住 1 晚，系统会自动扣费不？帮我确认下,6
602 房续住到 8 月 15 日，房号保持不变哈,6
318 房续住 3 天，需不需要补交押金呀？,6
709 房延长入住到下周五，记得同步一下房态哦,6
903 房本地续住 2 晚，客人说不用换房卡啦,6
808 房续住 4 天，退房时间调到第 5 天中午 12 点哈,6
1212 房续住到会议结束（共 3 天），备注一下会议协议价呗,6
555 房本地续住 1 天，前台已经收了现金押金，系统操作一下,6
333 房延长入住 2 天，客人说续住期间不用打扫啦,6
222 房续住到 9 月 10 日，系统里更新一下退房时间哈,6
777 房本地续住 3 晚，门锁权限同步到续住日期哦,6
999 房续住到国庆前一天（10 月 6 日），直接延长期限就行,6
A101 房续住 2 天，帮我备注 “续住期间保留欢迎礼包” 哈,6
B202 房延长入住 3 天，客人说每天要两份早餐哦,6
C303 房本地续住 1 晚，系统提示要重新生成房卡呢,6
D404 房续住到孩子开学（9 月 1 日），一共续住 5 天哈,6
E505 房续住 2 天，前台操作时记得关联原入住订单哦,6
F606 房延长入住到展会结束（7 月 20 日），共 4 天哈,6
G707 房本地续住 3 晚，客人说续住费用从预授权里扣,6
